name,freelance,createdAt,profileName,totalNumberOfFollowing,totalNumberOfFollowers,vizCount,visibleWorkbookCount,lastPublishDate,organization,title,bio,featuredVizRepoUrl,profileUrl,country,state,city
Steven Velasco,False,2016-11-01,steven.velasco4159,2,1,28,5,2021-11-05,"University of California, Santa Barbara",,,,https://public.tableau.com/app/profile/steven.velasco4159,United States,California,Santa Barbara
Deborah Brumley,False,2016-06-01,deborah.brumley,1,1,3,0,2018-09-26,Saint Mary's College of California,,,,https://public.tableau.com/app/profile/deborah.brumley,United States,California,Moraga
Oliver_Gu,False,2020-09-01,oliver.gu5967,0,0,21,3,2020-12-08,"University of California, Davis",,,,https://public.tableau.com/app/profile/oliver.gu5967,United States,California,Davis
Dave Heckler,False,2017-11-01,dave.heckler7741,0,0,107,0,2021-09-16,"School Services of California, Inc.",,,,https://public.tableau.com/app/profile/dave.heckler7741,United States,California,
Samirita Dabade,False,2020-09-01,samirita1989,0,0,63,10,2021-08-18,University of Southern California,,,Course1_Week4,https://public.tableau.com/app/profile/samirita1989,United States,California,Los Angeles
Marcel Wong,False,2017-10-01,marcel.wong,0,0,50,5,2018-03-21,State of California,,,,https://public.tableau.com/app/profile/marcel.wong,United States,California,Sacramento
Michelle Luedtke,False,2019-02-01,michelle.luedtke5213,10,7,137,15,2020-09-14,,,,2018SantaCruzCountyChildrenandYouthWell-beingSpotlight,https://public.tableau.com/app/profile/michelle.luedtke5213,United States,California,
Andrew Caietti,False,2020-06-01,andrew.caietti,5,6,73,6,2020-10-20,,,,SpotifyDataViz,https://public.tableau.com/app/profile/andrew.caietti,United States,California,
Stephen Hsu,False,2016-11-01,stephen.hsu,0,0,18,4,2018-04-09,Student at University of California Berkeley,,,,https://public.tableau.com/app/profile/stephen.hsu,,California,San Francisco
Ian Green,False,2016-11-01,ian.green,2,0,23,2,2016-11-27,Banc of California,,,,https://public.tableau.com/app/profile/ian.green,United States,California,Pasadena
Bobbi Hill,False,2016-10-01,bobbi.hill,0,0,19,3,2016-11-02,University of California,,,,https://public.tableau.com/app/profile/bobbi.hill,United States,California,Oakland
Maitry Shah,False,2020-05-01,maitry.shah6929,2,1,59,6,2021-02-21,"California State University, East Bay",,,Advancesuperstore-Analysis,https://public.tableau.com/app/profile/maitry.shah6929,United States,California,San Jose
Paige Zimmerman,False,2016-01-01,paige.zimmerman,0,0,13,8,2016-02-24,California Forward,,,,https://public.tableau.com/app/profile/paige.zimmerman,United States,California,Sacramento
Marc Castel,False,2020-06-01,tom.smith4819,0,0,1219,1,2020-07-17,California Research Bureau,,,CRB-CISCOVIDViz_Castel25,https://public.tableau.com/app/profile/tom.smith4819,United States,California,Berkeley
Addy Dam,False,2020-06-01,addy.dam,0,0,10,2,2020-06-10,"University of California, Irvine",,,,https://public.tableau.com/app/profile/addy.dam,United States,California,Irvine
CTCP Evaluation & Surveillance Section,False,2020-04-01,ctcp,0,0,28,0,2021-11-10,California Tobacco Control Program,,,,https://public.tableau.com/app/profile/ctcp,United States,California,Sacramento
powerviztab,False,2017-11-01,powerviztab,0,4,109,105,2018-06-22,,,,,https://public.tableau.com/app/profile/powerviztab,United States,California,
ECK Student,False,2017-10-01,eck7711,11,4,59,13,2018-05-30,,,,ECK_DATAVIS200_Final,https://public.tableau.com/app/profile/eck7711,United States,California,
Sanket Thakre,False,2020-03-01,srthakre3,0,0,21,8,2021-02-21,"California State University, Fullerton",,,Book8_16138743950170,https://public.tableau.com/app/profile/srthakre3,United States,California,Fullerton
NJoyner,False,,njoyner,0,4,92,23,2021-08-09,,,,,https://public.tableau.com/app/profile/njoyner,United States,California,
Whitney Fee | Data Analytics Engineer,False,2015-11-01,whitney.fee,28,44,135,12,2018-05-30,Pluralsight,,,GirlGSCookieTrackerDashboard,https://public.tableau.com/app/profile/whitney.fee,United States,California,San Diego
Anna Jiang,False,2019-05-01,anna.jiang6600,3,6,13,3,2020-12-24,,,,WherecanIgetboba,https://public.tableau.com/app/profile/anna.jiang6600,United States,California,
Jivitesh,False,2021-11-01,jivitesh1691,0,0,14,1,2021-11-10,California Polytechnic State University,Student,,,https://public.tableau.com/app/profile/jivitesh1691,United States,California,San Luis Obispo
Brett S. Kobold,False,2015-05-01,brett.kobold,6,43,53,9,2018-07-31,Liferay,,,Seinfeld_How_Many_Sig_Others,https://public.tableau.com/app/profile/brett.kobold,United States,California,Los Angles
Shui Yu,False,2019-09-01,shui.yu5455,13,2,0,0,,University of Southern California,,Turning data into interpretable art.,,https://public.tableau.com/app/profile/shui.yu5455,United States,California,Los Angeles
SaverLife Stats,False,2020-03-01,saverlife,0,3,35,27,2021-09-13,,,,,https://public.tableau.com/app/profile/saverlife,United States,California,
Cole Patterson,False,2021-06-01,cole.patterson2323,0,1,345,0,2021-10-09,California Republican Party,,,,https://public.tableau.com/app/profile/cole.patterson2323,,,
sanchita,False,2020-08-01,sanchita6733,53,8,26,5,2020-08-30,,,,,https://public.tableau.com/app/profile/sanchita6733,United States,California,Glendora
Soonhyung Kwon,False,2019-06-01,soonhyung.kwon,0,0,18,4,2020-01-14,"University of California, Berkeley",,,,https://public.tableau.com/app/profile/soonhyung.kwon,United States,California,Berkeley
Yue Li,False,2021-01-01,yue.li8679,0,0,38,8,2021-02-22,University of Southern California,,,,https://public.tableau.com/app/profile/yue.li8679,United States,California,Los Angeles
Brit  Cava,False,,brit4337,59,907,54,23,2017-07-17,Slalom,,Data Visualization Consultant with Slalom Silicon Valley.,UprootedTheChildRefugeeCrisis,https://public.tableau.com/app/profile/brit4337,United States,California,San Francisco Bay Area
Ali DeFazio,False,2019-03-01,ali.defazio,0,0,9,3,2019-10-04,University of California - Berkeley,,,,https://public.tableau.com/app/profile/ali.defazio,United States,California,Berkeley
Nivedita Sharma,False,2020-06-01,nivedita8046,1,1,6,5,2020-11-10,California State University East Bay,,"Masters in Business Analytics, California State University | Data Analyst | Aspiring Data Science professional",WorldHappinessReport_16042109871430,https://public.tableau.com/app/profile/nivedita8046,United States,California,Sunnyvale
Alison Chiu,False,2020-01-01,alison.chiu,60,5,48,9,2020-12-23,,,,PredictMedicalExpensewithLinearRegression,https://public.tableau.com/app/profile/alison.chiu,United States,California,
A H,False,2019-08-01,a88h,2,3,251,0,2021-11-05,,,,,https://public.tableau.com/app/profile/a88h,United States,California,
RADD,False,2020-10-01,navin.watmore,0,0,336,0,2021-09-13,California Department of Social Services,,,,https://public.tableau.com/app/profile/navin.watmore,United States,California,Sacramento
Christina Piotrowski,False,2020-10-01,christina.piotrowski,0,0,0,0,,California Academy of Sciences,,,,https://public.tableau.com/app/profile/christina.piotrowski,United States,California,SAN FRANCISCO
Yuwei Weinberg,False,2021-08-01,yuwei.weinberg,0,0,1,0,2021-08-09,California Department of Health Care Services,Research Data Specialist II,,,https://public.tableau.com/app/profile/yuwei.weinberg,United States,California,Folsom
Neil Maxwell,False,2015-09-01,neil.maxwell,0,1,45,8,2017-09-13,"University of California, Berkeley/Research Administration and Compliance",,,,https://public.tableau.com/app/profile/neil.maxwell,United States,California,Berkeley
Sandhya,False,2017-04-01,sandhya2358,6,15,195,25,2017-07-21,Drastin,,,,https://public.tableau.com/app/profile/sandhya2358,United States,California,Sunnyvale
Roland Raposo,False,2018-03-01,rolandraposo,0,0,7,3,2018-03-13,"California State University, Fullerton",,,,https://public.tableau.com/app/profile/rolandraposo,United States,California,Fullerton
Yongchun Hong,False,2018-03-01,yongchun.hong,0,0,1,1,2018-03-06,"University of California, Berkeley",,,,https://public.tableau.com/app/profile/yongchun.hong,United States,California,Berkeley
Blanca I. Nuila,False,2018-02-01,blanca.i.nuila,0,0,14,5,2018-05-20,University of California,,,,https://public.tableau.com/app/profile/blanca.i.nuila,United States,California,Berkeley
Bryce Larsen,True,2016-12-01,bryce.larsen,10,37,51,26,2021-08-08,Slalom,Tableau Forums Ambassador | Visualization Consultant,,TableauMurderMystery,https://public.tableau.com/app/profile/bryce.larsen,United States,California,Palo Alto
Fernando Ramos,False,2017-10-01,fernando2506,0,0,15,2,2018-06-18,"Student at University of California, Irvine",,,,https://public.tableau.com/app/profile/fernando2506,United States,California,Irvine
Ademola Adeyemo,False,2019-01-01,ademolaadeyemo,9,3,38,10,2020-05-21,,,,TheEnglishPremierLeague,https://public.tableau.com/app/profile/ademolaadeyemo,United States,California,
Allan Wheeler,False,2020-11-01,allan.wheeler2402,49,4,34,8,2021-11-11,,,,,https://public.tableau.com/app/profile/allan.wheeler2402,United States,California,
Chinki,False,2017-05-01,chinki7309,0,0,87,17,2018-10-30,California State University,,,,https://public.tableau.com/app/profile/chinki7309,United States,California,san jose
Anat Zohar,False,2018-12-01,anat7274,12,3,537,30,2021-06-17,,,,MakeoverMondayPopularity2019W53,https://public.tableau.com/app/profile/anat7274,United States,California,
Dani Cheng,False,2016-12-01,dani2361,1,0,38,12,2017-11-28,University of Southern California,,,DanisInteractiveResume,https://public.tableau.com/app/profile/dani2361,United States,California,Los Angeles
Brianna Moore-Trieu,False,2016-10-01,brianna.moore.trieu,0,0,10,2,2018-03-12,California Association for Institutional Research,,,,https://public.tableau.com/app/profile/brianna.moore.trieu,United States,California,
Mike Veliquette,False,2016-10-01,mike.veliquette,3,0,0,0,,State of California,,,,https://public.tableau.com/app/profile/mike.veliquette,United States,California,Fair Oaks
Hernan Flom ,False,2015-12-01,hernan.flom,0,0,8,4,2016-10-11,University of California-Berkeley,,,,https://public.tableau.com/app/profile/hernan.flom,United States,California,Berkeley
Kirk Hastings,False,2015-10-01,kirk.hastings,0,0,3,3,2017-04-19,California Digital Library,,,,https://public.tableau.com/app/profile/kirk.hastings,United States,California,Oakland
Jason White,False,,jason.white,0,0,17,6,2017-07-25,California Southern University,,,LearnerDemographics,https://public.tableau.com/app/profile/jason.white,United States,California,Irvine
Jason White,False,,jason.white,0,0,17,6,2017-07-25,California Southern University,,,LearnerDemographics,https://public.tableau.com/app/profile/jason.white,United States,California,Irvine
BryanT,False,,bryant6075,0,0,37,5,2018-02-03,University of Southern California,,,,https://public.tableau.com/app/profile/bryant6075,United States,California,Los Angeles
Nathan Siefken,False,2019-02-01,nathan.siefken,6,5,93,10,2020-09-17,,,,,https://public.tableau.com/app/profile/nathan.siefken,United States,California,
Jordan Garrett,False,2020-06-01,jordan.garrett,0,0,45,3,2021-07-06,"University of California, Davis",,,,https://public.tableau.com/app/profile/jordan.garrett,United States,California,Elk Grove
Tara,False,2018-03-01,tara8811,1,3,0,0,,,,,,https://public.tableau.com/app/profile/tara8811,United States,California,
Sridevi M,False,2021-06-01,sridevi.muthukumar,5,0,76,10,2021-10-22,California State University East Bay,,,Covid19dashboard_16318331152220,https://public.tableau.com/app/profile/sridevi.muthukumar,United States,California,Dublin
Jenna Gallant,False,2018-11-01,jenna.gallant,8,5,493,10,2021-05-31,,,,,https://public.tableau.com/app/profile/jenna.gallant,United States,California,
Phong,False,2017-10-01,phong7116,0,3,24,4,2017-11-17,,,,,https://public.tableau.com/app/profile/phong7116,United States,California,
Anthony Colvard,False,2020-05-01,anthony.colvard,2,0,17,9,2021-08-11,"California State University, Sacramento",,,UpdatedCaliforniaCountyCOIVD-19CasesandDeaths,https://public.tableau.com/app/profile/anthony.colvard,United States,California,Fremont
Samuel Munguia,False,2021-05-01,samuel.munguia,0,0,8,1,2021-05-23,"University of California, Santa Barbara",,,,https://public.tableau.com/app/profile/samuel.munguia,United States,California,Santa Barbara
Rebeca Appel,False,2020-07-01,rebeca.appel,3,4,2,0,2020-08-05,,,,,https://public.tableau.com/app/profile/rebeca.appel,United States,California,
Adil Zhumadilov,False,2020-04-01,adil.zhumadilov,0,0,8,1,2020-04-06,University of Southern California,,,,https://public.tableau.com/app/profile/adil.zhumadilov,United States,California,Los Angeles
Brandon Stephan,False,2020-04-01,brandon.stephan,0,0,0,0,,University of Southern California,,,,https://public.tableau.com/app/profile/brandon.stephan,United States,California,Los Angeles
Venkat Raju Punyaamurthula,False,2020-03-01,venkat.raju.punyaamurthula,6,0,11,2,2020-07-29,"University of California, Berkeley",,,,https://public.tableau.com/app/profile/venkat.raju.punyaamurthula,United States,California,Berkeley
Sankha Chatterjee,False,2017-07-01,sankha.chatterjee,34,5,93,19,2021-02-16,,,,IPLHistory_0,https://public.tableau.com/app/profile/sankha.chatterjee,United States,California,
Yang Chen,False,2020-02-01,yang.chen2042,0,0,30,2,2020-05-21,University of California San Diego,,,EDAforlendingclubdata,https://public.tableau.com/app/profile/yang.chen2042,United States,California,Sunnyvale
Bingru Xue,False,2019-09-01,bingru.xue,4,1,9,2,2019-11-07,University of Southern California,,#DataAnalytics #Creative #businessAnalysis ,,https://public.tableau.com/app/profile/bingru.xue,United States,California,Los Angeles
Charlotte Van Wagner,False,2021-04-01,charlotte.van.wagner,0,0,0,0,,"California State University, Sacramento",,,,https://public.tableau.com/app/profile/charlotte.van.wagner,United States,California,Sacramento
Esther Tang,False,2018-02-01,esther4177,0,8,85,0,2021-01-15,Community Solutions,,,,https://public.tableau.com/app/profile/esther4177,United States,California,
